date,port_name,country,region_cluster,monsoon_risk_level,cyclone_risk_level,typical_disruption_days,notes
2026-09-06,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.215,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2025-09-24,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.069,Dry season; minimal tropical cyclone risk.
2025-09-23,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.08,Dry season; minimal tropical cyclone risk.
2025-09-22,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.044,Dry season; minimal tropical cyclone risk.
2025-09-21,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.053,Dry season; minimal tropical cyclone risk.
2025-09-20,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.063,Dry season; minimal tropical cyclone risk.
2025-09-19,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.059,Dry season; minimal tropical cyclone risk.
2025-09-18,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.06,Dry season; minimal tropical cyclone risk.
2025-09-17,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.033,Dry season; minimal tropical cyclone risk.
2025-09-16,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.038,Dry season; minimal tropical cyclone risk.
2025-09-15,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.066,Dry season; minimal tropical cyclone risk.
2025-09-14,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.045,Dry season; minimal tropical cyclone risk.
2025-09-13,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.05,Dry season; minimal tropical cyclone risk.
2025-09-12,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.036,Dry season; minimal tropical cyclone risk.
2025-09-11,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.076,Dry season; minimal tropical cyclone risk.
2025-09-10,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.041,Dry season; minimal tropical cyclone risk.
2025-09-09,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.022,Dry season; minimal tropical cyclone risk.
2025-09-08,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.045,Dry season; minimal tropical cyclone risk.
2025-09-07,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.046,Dry season; minimal tropical cyclone risk.
2025-09-06,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.039,Dry season; minimal tropical cyclone risk.
2025-09-05,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.024,Dry season; minimal tropical cyclone risk.
2025-09-04,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.06,Dry season; minimal tropical cyclone risk.
2025-09-03,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.025,Dry season; minimal tropical cyclone risk.
2025-09-02,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.042,Dry season; minimal tropical cyclone risk.
2025-09-01,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.074,Dry season; minimal tropical cyclone risk.
2025-08-31,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.056,Dry season; minimal tropical cyclone risk.
2025-08-30,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.067,Dry season; minimal tropical cyclone risk.
2025-08-29,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.063,Dry season; minimal tropical cyclone risk.
2025-08-28,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.049,Dry season; minimal tropical cyclone risk.
2025-08-27,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.071,Dry season; minimal tropical cyclone risk.
2025-08-26,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.055,Dry season; minimal tropical cyclone risk.
2025-08-25,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.075,Dry season; minimal tropical cyclone risk.
2025-08-24,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.031,Dry season; minimal tropical cyclone risk.
2025-08-23,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.039,Dry season; minimal tropical cyclone risk.
2025-08-22,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.032,Dry season; minimal tropical cyclone risk.
2025-08-21,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.068,Dry season; minimal tropical cyclone risk.
2025-08-20,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.038,Dry season; minimal tropical cyclone risk.
2025-08-19,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.048,Dry season; minimal tropical cyclone risk.
2025-08-18,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.067,Dry season; minimal tropical cyclone risk.
2025-08-17,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.048,Dry season; minimal tropical cyclone risk.
2025-08-16,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.05,Dry season; minimal tropical cyclone risk.
2025-08-15,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.069,Dry season; minimal tropical cyclone risk.
2025-08-14,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.055,Dry season; minimal tropical cyclone risk.
2025-08-13,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.035,Dry season; minimal tropical cyclone risk.
2025-08-12,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.022,Dry season; minimal tropical cyclone risk.
2025-08-11,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.046,Dry season; minimal tropical cyclone risk.
2025-08-10,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.048,Dry season; minimal tropical cyclone risk.
2025-08-09,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.058,Dry season; minimal tropical cyclone risk.
2025-08-08,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.072,Dry season; minimal tropical cyclone risk.
2025-08-07,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.028,Dry season; minimal tropical cyclone risk.
2025-08-06,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.075,Dry season; minimal tropical cyclone risk.
2025-08-05,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.074,Dry season; minimal tropical cyclone risk.
2025-08-04,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.051,Dry season; minimal tropical cyclone risk.
2025-08-03,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.046,Dry season; minimal tropical cyclone risk.
2025-08-02,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.06,Dry season; minimal tropical cyclone risk.
2025-08-01,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.05,Dry season; minimal tropical cyclone risk.
2025-07-31,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.066,Dry season; minimal tropical cyclone risk.
2025-07-30,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.052,Dry season; minimal tropical cyclone risk.
2025-07-29,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.055,Dry season; minimal tropical cyclone risk.
2025-07-28,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.069,Dry season; minimal tropical cyclone risk.
2025-07-27,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.035,Dry season; minimal tropical cyclone risk.
2025-07-26,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.068,Dry season; minimal tropical cyclone risk.
2025-07-25,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.059,Dry season; minimal tropical cyclone risk.
2025-07-24,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.024,Dry season; minimal tropical cyclone risk.
2025-07-23,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.052,Dry season; minimal tropical cyclone risk.
2025-07-22,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.051,Dry season; minimal tropical cyclone risk.
2025-07-21,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.065,Dry season; minimal tropical cyclone risk.
2025-07-20,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.068,Dry season; minimal tropical cyclone risk.
2025-07-19,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.061,Dry season; minimal tropical cyclone risk.
2025-07-18,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.075,Dry season; minimal tropical cyclone risk.
2025-07-17,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.065,Dry season; minimal tropical cyclone risk.
2025-07-16,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.063,Dry season; minimal tropical cyclone risk.
2025-07-15,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.023,Dry season; minimal tropical cyclone risk.
2025-07-14,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.028,Dry season; minimal tropical cyclone risk.
2025-07-13,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.044,Dry season; minimal tropical cyclone risk.
2025-07-12,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.05,Dry season; minimal tropical cyclone risk.
2025-07-11,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.051,Dry season; minimal tropical cyclone risk.
2025-07-10,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.041,Dry season; minimal tropical cyclone risk.
2025-07-09,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.031,Dry season; minimal tropical cyclone risk.
2025-07-08,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.057,Dry season; minimal tropical cyclone risk.
2025-07-07,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.054,Dry season; minimal tropical cyclone risk.
2025-07-06,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.058,Dry season; minimal tropical cyclone risk.
2025-07-05,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.024,Dry season; minimal tropical cyclone risk.
2025-07-04,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.026,Dry season; minimal tropical cyclone risk.
2025-07-03,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.027,Dry season; minimal tropical cyclone risk.
2025-07-02,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.055,Dry season; minimal tropical cyclone risk.
2025-07-01,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.024,Dry season; minimal tropical cyclone risk.
2025-06-30,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.076,Dry season; minimal tropical cyclone risk.
2025-06-29,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.053,Dry season; minimal tropical cyclone risk.
2025-06-28,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.072,Dry season; minimal tropical cyclone risk.
2025-06-27,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.056,Dry season; minimal tropical cyclone risk.
2025-06-26,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.049,Dry season; minimal tropical cyclone risk.
2025-06-25,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.044,Dry season; minimal tropical cyclone risk.
2025-06-24,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.049,Dry season; minimal tropical cyclone risk.
2025-06-23,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.024,Dry season; minimal tropical cyclone risk.
2025-06-22,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.022,Dry season; minimal tropical cyclone risk.
2025-06-21,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.047,Dry season; minimal tropical cyclone risk.
2025-06-20,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.05,Dry season; minimal tropical cyclone risk.
2025-06-19,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.077,Dry season; minimal tropical cyclone risk.
2025-06-18,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.071,Dry season; minimal tropical cyclone risk.
2025-06-17,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.054,Dry season; minimal tropical cyclone risk.
2025-06-16,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.026,Dry season; minimal tropical cyclone risk.
2025-06-15,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.074,Dry season; minimal tropical cyclone risk.
2025-06-14,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.034,Dry season; minimal tropical cyclone risk.
2025-06-13,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.029,Dry season; minimal tropical cyclone risk.
2025-06-12,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.037,Dry season; minimal tropical cyclone risk.
2025-06-11,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.034,Dry season; minimal tropical cyclone risk.
2025-06-10,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.029,Dry season; minimal tropical cyclone risk.
2025-06-09,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.036,Dry season; minimal tropical cyclone risk.
2025-06-08,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.031,Dry season; minimal tropical cyclone risk.
2025-06-07,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.067,Dry season; minimal tropical cyclone risk.
2025-06-06,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.024,Dry season; minimal tropical cyclone risk.
2025-06-05,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.061,Dry season; minimal tropical cyclone risk.
2025-06-04,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.071,Dry season; minimal tropical cyclone risk.
2025-06-03,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.067,Dry season; minimal tropical cyclone risk.
2025-06-02,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.074,Dry season; minimal tropical cyclone risk.
2025-06-01,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.074,Dry season; minimal tropical cyclone risk.
2025-05-31,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.034,Dry season; minimal tropical cyclone risk.
2025-05-30,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.06,Dry season; minimal tropical cyclone risk.
2025-05-29,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.061,Dry season; minimal tropical cyclone risk.
2025-05-28,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.063,Dry season; minimal tropical cyclone risk.
2025-05-27,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.036,Dry season; minimal tropical cyclone risk.
2025-05-26,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.022,Dry season; minimal tropical cyclone risk.
2025-05-25,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.069,Dry season; minimal tropical cyclone risk.
2025-05-24,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.074,Dry season; minimal tropical cyclone risk.
2025-05-23,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.064,Dry season; minimal tropical cyclone risk.
2025-05-22,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.068,Dry season; minimal tropical cyclone risk.
2025-05-21,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.053,Dry season; minimal tropical cyclone risk.
2025-05-20,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.043,Dry season; minimal tropical cyclone risk.
2025-05-19,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.059,Dry season; minimal tropical cyclone risk.
2025-05-18,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.045,Dry season; minimal tropical cyclone risk.
2025-05-17,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.076,Dry season; minimal tropical cyclone risk.
2025-05-16,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.075,Dry season; minimal tropical cyclone risk.
2025-05-15,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.074,Dry season; minimal tropical cyclone risk.
2025-05-14,Newcastle (Kooragang Bay),Australia,Australia East Coast,Low,Low,0.06,Dry season; minimal tropical cyclone risk.
